	trial_nr	stimulus_set	correct_stim_lr	cue_txt	p_win_left	p_win_right	p_win_correct	p_win_incorrect	fix_cross_1	cue	fix_cross_2	stimulus	fix_cross_3	highlight	fix_cross_4	feedback	iti_posttrial	total_duration	block	stim_left	stim_right	stim_high	stim_low	n_trs
0	0	1	0	SPD	0.7	0.3	0.7	0.3	1.5	1.0	0.5	1.5	1.0	0	0	1	1.78	8.28	1	R	S	R	S	6
1	1	0	1	ACC	0.2	0.8	0.8	0.2	1.0	1.0	0.5	1.5	0.5	0	0	1	2.78	8.28	1	U	t	t	U	6
2	2	1	0	ACC	0.7	0.3	0.7	0.3	0.5	1.0	1.0	1.5	1.5	0	0	1	1.78	8.28	1	R	S	R	S	6
3	3	0	1	ACC	0.2	0.8	0.8	0.2	1.5	1.0	0.5	1.5	0.5	0	0	1	2.28	8.28	1	U	t	t	U	6
4	4	2	1	SPD	0.4	0.6	0.6	0.4	1.5	1.0	0.5	1.5	2.0	0	0	1	0.78	8.28	1	T	s	s	T	6
5	5	2	1	SPD	0.4	0.6	0.6	0.4	0.5	1.0	2.0	1.5	0.5	0	0	1	1.78	8.28	1	T	s	s	T	6
6	6	1	0	SPD	0.7	0.3	0.7	0.3	0.5	1.0	0.5	1.5	1.0	0	0	1	2.78	8.28	1	R	S	R	S	6
7	7	2	0	ACC	0.6	0.4	0.6	0.4	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	s	T	s	T	6
8	8	1	1	ACC	0.3	0.7	0.7	0.3	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	S	R	R	S	6
9	9	1	0	SPD	0.7	0.3	0.7	0.3	2.0	1.0	0.5	1.5	0.5	0	0	1	1.78	8.28	1	R	S	R	S	6
10	10	0	0	SPD	0.8	0.2	0.8	0.2	0.5	1.0	1.0	1.5	0.5	0	0	1	2.78	8.28	1	t	U	t	U	6
11	11	0	0	ACC	0.8	0.2	0.8	0.2	1.0	1.0	2.0	1.5	1.0	0	0	1	0.78	8.28	1	t	U	t	U	6
12	12	2	0	SPD	0.6	0.4	0.6	0.4	1.0	1.0	2.0	1.5	1.5	0	0	1	7.180000000000001	15.18	1	s	T	s	T	11
13	13	0	1	SPD	0.2	0.8	0.8	0.2	2.0	1.0	1.5	1.5	0.5	0	0	1	0.78	8.28	1	U	t	t	U	6
14	14	0	1	SPD	0.2	0.8	0.8	0.2	1.5	1.0	2.0	1.5	0.5	0	0	1	0.78	8.28	1	U	t	t	U	6
15	15	1	1	ACC	0.3	0.7	0.7	0.3	1.5	1.0	1.0	1.5	0.5	0	0	1	1.78	8.28	1	S	R	R	S	6
16	16	2	1	ACC	0.4	0.6	0.6	0.4	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	T	s	s	T	6
17	17	1	0	ACC	0.7	0.3	0.7	0.3	2.0	1.0	1.0	1.5	1.0	0	0	1	0.78	8.28	1	R	S	R	S	6
18	18	1	1	ACC	0.3	0.7	0.7	0.3	0.5	1.0	0.5	1.5	0.5	0	0	1	3.28	8.28	1	S	R	R	S	6
19	19	2	0	SPD	0.6	0.4	0.6	0.4	1.0	1.0	0.5	1.5	0.5	0	0	1	2.78	8.28	1	s	T	s	T	6
20	20	2	0	SPD	0.6	0.4	0.6	0.4	0.5	1.0	1.5	1.5	1.0	0	0	1	1.78	8.28	1	s	T	s	T	6
21	21	1	0	SPD	0.7	0.3	0.7	0.3	1.0	1.0	1.5	1.5	0.5	0	0	1	1.78	8.28	1	R	S	R	S	6
22	22	0	0	SPD	0.8	0.2	0.8	0.2	1.0	1.0	1.0	1.5	1.5	0	0	1	1.28	8.28	1	t	U	t	U	6
23	23	1	1	ACC	0.3	0.7	0.7	0.3	0.5	1.0	1.0	1.5	0.5	0	0	1	9.68	15.18	1	S	R	R	S	11
24	24	0	0	ACC	0.8	0.2	0.8	0.2	0.5	1.0	1.0	1.5	1.0	0	0	1	2.28	8.28	1	t	U	t	U	6
25	25	0	0	SPD	0.8	0.2	0.8	0.2	0.5	1.0	0.5	1.5	1.0	0	0	1	2.78	8.28	1	t	U	t	U	6
